user,item,rating
6893017087715532190,-4131920107119878754,3
5981972705322646190,-696138514049334140,1
7711842383558137270,-6516687747950589237,2
5846589770082605020,-2439912849985626814,3
6199813466528913082,8443279892780159833,5
3820834864737724942,2028027921701034985,4
7242006073082699807,773847788535653246,4
-1868682919867933506,-626655784218110864,2
2405780428251179905,1944692240219233290,1
6644907187237881900,-2764718082335058321,2
-8713717500715167616,12667949,3
-1116016611268383394,-626655784218110861,1
-900335271187140149,5437550556079796649,4
-99039628204516231,8892270468217757167,2
8892270468217757169,3412860713683198885,5
7710031127919391504,7408580380081034079,4
-1491958293811157317,-4614563274207358473,3
2861854453694340001,-5841238758652548555,5
-5813015202151082980,-3168896956148197879,4
-7943220265129794680,476813976912144744,4
-6387071190289194838,-5663066328345993215,1
1158663492999941727,2405780428250940895,5
6201367111184665008,4756265465493045165,3
878898144888462762,-4614563274207358473,4
-4230217545717136488,-989121422209502812,4
2105643789754364033,-9136168632232646633,1
3523289488595265077,1944692240218994274,3
-5650595530836005594,-989121422209263796,5
1203218143577255928,5722369999239671246,3
3159889854996330025,-1592767679233749904,4
4460873201148135887,-3128141764215084701,4
4207803512766705178,8231325401349865141,4
-216536764759774066,4961473136044111656,4
8335221620051046092,1708927803206338451,3
-718250316210458888,5854144473664201247,4
-3664606223525511047,2869495199132372228,5
-8924174174168484460,-7151323572912152049,4
-3939243697256438643,5854144473663962236,4
-4952687202442097991,-7403229368650738605,3
-8275231191670448899,-2416081823038208167,4
2312737322975440151,2193263778318827987,4
5041231227857126414,-816638716860476499,3
-9064861235346366475,-6182409601235663398,2
-1939990316754213668,-816638716860476499,4
2105643789754364036,6620648333767699462,5
-6604911951495700741,7816311413354514348,4
8892270468217757169,3357743946517611780,5
-8733983035830211448,-7507063653782802317,4
-4660646509499017217,2193263778318827988,5
-8773214140024172571,-2323793037020524477,4
-4548519749334192821,7054988530789261031,3
5847459515283482980,4868748579634836220,4
3034400523500393269,4733878067407265526,2
7184898083716698959,-2601655632618178470,4
-135090170056838018,7408580380081034081,4
-2560521382323988428,5437550556079796651,5
-7812268582653546974,-989121422209263801,4
2243491055909598861,-6629170804965883176,4
4607161037756743846,-459410168745631179,4
-5528989034673429216,-5528989034673429217,1
-7328761811128887116,-3617605366976570183,4
-4095347033489326787,2028027921701034985,5
5716680217155167088,5437550556080035665,5
4281268473395903870,-1350267975082394066,2
6893017087715532188,-8381070616225482536,4
514114893192260226,-6789022459560457963,4
5716680217154928077,5158538964518088635,5
-4924639591285803671,4607161037756743847,2
-2853504290484157103,9075297551652095008,5
8733514852828642900,8746888693715128020,4
3179571516210817426,4733878067407026518,4
-12399901608199730,-7553588132130633265,4
1493361078242718477,5808609424116162433,3
2478291156719621577,-3529735711297940356,5
-694365213049154325,1493361135369693607,5
-8442476110696879409,8790600444341942439,5
-7403229368650738605,4733878067407265527,5
-459410168745631180,2645030414125797427,4
5018123014292555558,5903448092334200978,3
-1875663100036388303,5722369999239671247,4
-6382756717108957934,-4502930445018454618,3
-1128888440839595842,6893017087715293177,5
-2003553432095504192,1774367098613364523,5
-1116016611268383394,-1491958293811396331,4
6069592636760135012,-8515941071326317103,5
8591824534099879654,1495598014948636223,4
4515836102903132176,-2131836876152918134,5
3989761605389307946,-2560521382323988434,4
-216536764759774070,-267454007878024835,4
-8283520814813781646,-8516611225975339012,5
-3560100998560948528,-3664606223525511042,3
8882889287486123234,7681440901126943658,4
-1875663100036388304,7681440901126704648,2
-8487717571951587653,-3128141764215323714,1
-8077103495603781033,8094643633483070663,2
3989761605389546958,4767334922105337988,4
-1066693124593189551,-8139081312654498486,4
1158663492999702715,-3128141764215084700,3
-4166838823020259900,-6516687747950589233,5
8925470956569513130,1944692240218994275,3
-3043050302463853649,7581063085429821376,4
1004442176208457019,1944692240218994274,3
8635255864525985155,-2942156377678529507,4
-6754286386152942056,-6382756717108718919,5
8847196067822208920,-7662319651721482076,3
-4038261441976266264,4733878067407026518,4
-2999956210367993271,-2853504290484157103,4
7928285780077021264,-8838269424260401582,5
1729292698217577262,-5841238758652548559,3
-7599782202372647232,-1954398637936183071,5
5673738911888352732,4207803512766705177,3
-2931075992868082854,-2853504290484157104,4
6004260836445075422,3989761605389307948,3
3184759229853312797,571652645130422296,4
6919397769566095584,-5953001000188812277,2
5320515215442044669,-661164724697398369,3
-2684136881059538534,5903448092334200975,4
6237114382808789555,-7854836365769447463,3
2461262096290443886,4607161037756743848,3
6692522949924844217,4767334922105337989,5
-1517539242363470764,-2266707388380488825,4
-8275231191670687912,-5394118522445619513,4
2847840556423960521,2405780428251179906,3
-5650595530836244607,131144984047432907,3
-1477478877454943844,4057646646593482277,5
8207515455767504009,6893017087715293178,4
-5051850551911767870,8892270468217757168,4
2270909973150345339,-900335271186901139,3
4559192332876791353,7184898083716698958,1
2694809464602137061,6578897081632241656,2
4587426090396215218,3989761605389307942,4
2723043279248297045,-5763018067546446637,5
-5295964506053749095,6343057429913428258,3
848587175921496526,5260112317863061591,4
8635255864525985152,-7115272973932855134,4
848587175921496530,-3617605366976570182,4
-8722955642858025495,-8891896445764966222,4
-1954398637936183073,3220884019242458399,4
6882505882567209849,5320515215442044665,5
8158605240449444693,3412860713682959873,3
2769565610549920194,4135292784298024496,4
-2502115470373831920,-8453581287567188087,4
1684738047640502078,-6382756717108957929,3
-99039628204516229,-4357548670515586454,3
1493361078242718479,8757399955990186475,3
-12399901608199730,5185644703214473982,4
-7699471917948774093,-4548519749334431834,4
5208766242108859506,-2853504290484157103,5
-8275231191670687912,-1491958293811396331,3
3685964352509915240,12428941,5
2723043279248297043,6727441665825225363,2
-8979655842207509429,7816311413354753359,1
4460873201148135884,-8487717571951587652,2
-3694971510788758228,-6412902560482350010,3
-1263758895940430415,-5352380000044523828,4
3067601011851910213,2729728180502279200,5
-5528989034673668226,8535568735924579637,4
5716680217155167086,4372731514534135258,4
1774367098613125507,-2416081823038208168,3
-4038261441976266265,-2310138718806594324,5
-6604911951495700743,-4466038500892832757,3
5734840796749180847,6919397769565856570,2
-7627400935821100929,-2688576288716488008,5
7538121780163007020,2729728180502279199,2
5455545424611529364,5544197511806140780,4
5018123014292555561,8954960269613557386,5
-7129319737569135505,-5763018067546446637,4
4807343028036703232,-3740045911184306471,2
-1477478934581918972,6727441665824986351,5
-8788945937585446754,2193263778318827988,4
-6289092622187006990,571652645130422297,5
-6582115026413468148,5711039828168229204,4
-6589198419292294784,773847788535653245,2
6237114382808789552,-8515941071326317108,4
878898202015437895,-2684136881059538530,5
671148880578264356,7681440901126943659,5
-7151323572912152051,-2167585442517795910,5
4207803512766705178,-989121422209263802,3
5185644703214234967,5018123014292555558,5
6373534069923804318,-5246185455577409456,3
-3810275711893843651,-5953001000188812271,4
-4548519749334431834,2975671804891153884,4
-1954398637936183073,-8046792469510317689,3
7658187031266173856,-8225114902863864139,4
-7734652714600456931,7408580380081034081,5
7408580380081034081,-7812268582653546975,3
2723043279248297045,1047873563761298638,4
6379668953838580211,6727441665825225359,4
1774367098613364517,4207803512766705184,4
8733514852828642900,4069669158735146222,1
-2469940993509438677,1011262039836385702,4
-6924563126437289570,6919397769565856570,4
2105643789754125024,1493361135369693607,4
-2684136881059777544,-7463632323356457806,3
7868643704719729708,2869495199132372226,5
-7677398070425976283,-2560521382323988428,4
2729728180502279196,-2416081823037969156,5
611684489139954438,-4357548670515586454,4
6496847278152182577,5716680217154928076,4
1146132552064195400,-2428843393373333995,4
6373534069923804318,8270166335814817082,3
-3284201157253283303,4057646646593482279,3
-6078837396854901379,6919397769565856570,4
5847459515283243966,3357743946517611777,5
-5804665685021996588,571652645130422298,3
4207803512766705181,6692522949924844217,3
6007804075515562349,-7961643017311027299,3
4726237321968994291,4767334922105337989,5
-5959729901763981079,5768577580106391281,3
-8523581873891085448,1944692240219233284,3
-3284201157253283303,5711039828168468215,4
1708927803206577467,6770743583904210014,1
7652370482316101537,-6973886555985747292,2
372424574463496971,-8515941071326078095,4
4281268473396142882,-1776961621009778312,3
-7025476862100832690,2478291156719621580,5
-514233190380933700,5437550556079796651,4
3321261834939580675,7061088088294619822,1
-3088304334167443701,-8247139585383612219,5
-236730469274187869,8746888693715128020,4
-6889156898380751759,-7662319651721482076,3
-2636985925474905504,-2942156377678529507,3
-2017353418765151551,-402324520105834536,3
-6876285068809539311,8746888693715128021,4
-5394118522445619514,611684489139954446,5
4863058797550332056,-2601655632618178470,5
-8487717571951587652,-7463632323356457804,5
8425250227101784391,-1313537946416770047,1
7681440901126943661,-3840855296606660042,4
427034926436044119,2478291156719621580,4
-5250890105658200844,-5797936783446827789,4
8342385967995074699,5768577580106391281,4
-3134826722595802974,3159889854996569033,4
-6287460014715209035,-3128141764215084703,4
-1876782769882615010,5260112317863061588,2
-8275231191670687910,-5528989034673429211,4
-824193420442072730,-3128141764215323713,3
-8351013126685623140,5808609424116162435,4
-6789022459560457965,4868748579634836219,5
-5797936783446827790,4207803512766705179,4
-7108189523927292380,-402324520105834532,5
-7824112770038635367,-6516687747950589239,4
-62914838815370632,-6287459957588233902,4
4107873924184253153,1596928803269893338,5
1696092152739324198,-8891896445764966222,4
-2459942916036474895,-6287459957588233902,4
7846355573597061470,-7507063653782802316,4
4458636264442218139,3357743946517611780,4
-5250890105658200843,-7662319651721482078,3
4105075329664947915,-3128141764215084702,2
-1444707770148050579,-8381070616225482538,4
8925470956569513126,-4548519749334431834,4
-1557361508303948210,-6382756717108957930,3
4117947159236399380,3159889854996569033,4
8065749979459319302,-5841238758652548557,2
-4551485082556383559,5437550556079796651,5
4458636264441979127,-1213586207216077615,5
3685964352510154254,5544197511806140778,3
8298840390621115683,6471543906031398140,4
3034400523500393266,-994811147167031838,3
-1557361508303948208,8925470956569513122,3
6141629614806290260,-2439912792858651685,5
-2524140095767082894,-7154395131780292455,5
-8381070616225243526,-2942156377678529507,4
-1131632679875105728,-4357548670515586456,3
-4877031745434050449,-7854836365769447465,2
-7328761811129126129,-5005217299280902867,5
5004749116279095311,5854144473663962239,5
1782716615742450909,-8381070616225482536,5
-8979655842207509429,-5743584042457035465,3
-2601655632618178472,5903448092334200980,5
-6289092622187246000,-6412902560482350001,3
8919371399063915321,8824914888134700901,5
-4324348182163830498,-8487717571951587650,1
5387672356870158380,-4692913320533845120,1
4061351592882629999,-5528989034673429211,4
8535568735924579633,-2502115470373831919,4
1786662825461854937,-3278298687515043723,3
-5352380000044523827,-6789022459560457963,1
5711039828168468216,-2502115470373831919,5
7928285780077021262,-694365213048915312,4
-5674658580168736953,2270909973150345337,4
-6078837396854901378,-3664606223525511047,3
-6287459957588233901,-7395674722196117509,4
4411549714472942046,2645030414125797425,3
-667159433056068594,-7463632323356457804,2
9106388941357354096,2193263778318827988,4
-8423755964985213622,-6287459957588233902,3
7768080627723260160,-5394118522445619514,5
-4502930445018454615,4868748579635075229,4
-7527449139493911391,-4614563274207358473,5
-2017353418765151551,-1437347941838610173,4
-4357548670515586455,372424574463496968,4
-3134826722595802972,-4657994661760439104,4
-5051850551911767867,-2131836876152679126,2
-626655784218110865,6620648333767699460,2
-6212720627329126742,5096343648271682346,2
-2552231759180894702,2729728180502279198,1
-6889156898380751758,-2551894520850171554,4
-6031221691294675180,2729728180502518209,3
785047770346438198,6379668953838580209,4
2723043279248297045,-459410168745631177,5
-2459942916036474892,4756265465492806156,5
8270166335814578069,3989761605389307950,3
7054988530789261033,-1387568891362270536,4
-2876146272072889268,-3128141764215323716,5
6869131984553749600,571652645130422296,5
-2469940993509199668,-3028189967887656150,2
2594857668274708507,5437550556079796654,3
-626655784218110863,-8891896445764966222,5
1774367098613364518,-7854836365769447469,2
1765343240070377074,6919397769566095584,5
6991822253002865912,-1740792587808578602,2
-5278591187508172359,2869495199132372226,5
-1618102319359940315,8207440298188321566,5
-216536764759774070,-8139081312654498486,4
7872186943790455651,3220884019242697412,3
4281268473395903870,-5841238758652548559,3
-1128888383712620711,8335221620051285105,3
-8453581287566949076,-5005217299280902869,3
6199813466528913082,-8891896445764966222,5
614063289064964826,1765343240070377073,5
-2684136881059538534,8335221620051046092,5
3179571516210817426,-2131836876152918134,4
-7662319651721721088,1493361078242718480,3
5437550556080035665,-8381070616225243526,5
5969458197939841214,-7812268582653546975,5
6069592636760135015,7022921775666006806,4
-816638716860476502,-9072698947483010171,3
2869495199132611238,-8381070616225243523,5
-5528989034673668225,-4166838823020020890,3
5437550556080035665,-2502115470373831919,4
-1128888440839595845,-8733983035830450462,5
1047873563761537654,1495598014948636223,4
-2688576288716488008,-8283520814813781642,4
2644693175795074280,-2439912849985626814,3
-6176670028350068837,427034926436283132,5
-3694971510788758230,4868748579635075231,4
4143421207240669046,-6516687747950589231,4
-6889156898380751758,-6516687747950589233,2
982470349268985770,1011262039836385700,4
-81666252532203379,-5352380000044284815,5
7652370482316101539,1248292543972804166,3
-667159433056068594,-626655784218110868,2
-7065607854843902485,4906360772756291840,3
-724812568855632743,-8453581287567188087,1
4231041195805372014,-9024730242603296684,4
-5663066328345993215,7681440901126704647,4
7022921775666006805,1248292543972804169,5
7544580973851790280,-7151323572912152049,4
-2502115470373831920,-2684136881059777543,3
4411549714472942039,2478291156719860591,5
-2993271251987514017,-696138514049334145,4
1684738047640502075,-724812568855632742,4
-6876285125936514439,1493361135369693607,3
-1740792587808817611,571652645130422297,5
-5051850551911767869,-7812268582653546970,5
427034926436044119,7408580380081034081,4
2478446157339619110,-1939990373881188795,1
-90015769661528785,-4466038500892832764,3
-1135573342093338980,1248292543972804166,5
-1739922785481203531,5903448092334200982,2
7768080627723021146,8925470956569513122,4
-8788945937585446749,-3168897013275173011,3
-4214454585706983207,-4494230438382141920,4
-4416277389125064856,1596928803269893337,5
4459240536549362795,8892270468217996178,5
379108187634705558,4863058797550332056,3
7054988530789261033,-1213586150089102482,3
4458636264442218140,4961473136044111658,2
-8331751657572010964,1596928803269893337,4
8270166335814817080,-1875663100036388304,4
8733514852828642907,-7721065030743290883,1
-5797936783446827787,-4131920107119878754,5
-6516687747950589230,8335221620051285103,2
3870457928474526554,-3043050302463614637,3
8229514145710880363,514114893192260219,5
-7115272973932855138,-2428843393373333994,3
3723116618737207260,4207803512766705184,5
8556905818199498507,-3840855296606899055,2
-5959729901763981079,-694365213048915313,5
-1517539242363231754,4961473136043872644,2
2047594289950495379,8746888693715128021,2
8270166335814817082,-1437347941838610173,3
-7627400935821100929,3456132347167151367,3
-514233190380933703,5437550556079796651,5
-5250890105658200845,9075297551651855996,5
-5394118579572594647,7022921775666006807,5
-1437347941838610169,7538121780163007025,5
-2003553432095504193,-816638716860476497,5
-4031968310792689213,5544197511806140776,5
8757399955990186477,3034400523500393267,4
-4366498281521989106,-4992524632489978005,3
-661164724697637379,-989121422209263802,5
4733878067407265527,-2131836876152918138,5
-7200478367071712185,1248292543972804168,5
-5735399334097992945,4057646646593482281,5
7872186943790216642,-7403229368650738605,3
-8516611225975339012,6919397769565856570,5
-8773214140024172570,-5352380000044284813,5
-621205552985033593,8064196277676831257,4
-4525775997271207518,-9114526354435319124,4
6882505882566970837,8231325401349626125,1
5982330027511053671,-2684136881059777542,1
6373534069923804314,-3740045911184306471,3
-1740792587808817614,-7699471917948535082,2
-3903390929748456561,2193263778318827987,4
-7154395131780292453,-7328761811128887120,3
3742219087355193622,611684489139954445,5
-2931075992868082853,-8153475490461900290,3
-236730469274187866,-5663066328345993215,3
8231325401349626131,5185644703214473983,3
-3694971510788758231,-7208316079208355880,1
-595560047761820601,-2551894520850410565,4
4631149884305747277,5096343648271682346,3
-4348337759054472454,6496847278152182581,5
3041977904481398536,-7677398070425976285,5
-7507063653782802315,-5246185455577648466,2
-3810275711893843653,-7721065030743051874,4
3412860713682959875,-5797936783446827785,4
-3694971510788758230,8231325401349626125,2
4807343028036703233,1596928803269893339,4
7966490545526128189,-616090324302089133,4
-4038261441976266265,-2416081823038208166,2
5711039828168229201,4057646646593482277,4
-2469940993509438680,-5528989034673429212,4
-8331751657571771954,-1350267975082394066,4
4143421207240908059,2193263778318827986,3
8847196067822208923,2729728180502279194,5
-4660646509498778205,-4692913377660820252,3
-4660646509499017215,4372731514534135258,3
-8924174174168484456,6770743583904210013,4
8882889287486123229,-2416081823038208168,5
-6604911951495700739,3067601011851910216,3
-1350267975082394067,-5841238758652548553,3
6343057429913428264,6343057429913428258,3
9194008929921818052,-8487717571951587653,3
6343057429913428260,-8139081312654737497,5
5184525033368008257,-6629170804965644167,5
-4992524632489978008,-7812268582653546971,4
6004260836445075419,4756265465492806156,5
-6344205042601562925,-659757284619164721,1
-3043050302463614637,-8381070616225243523,5
-9114526354435319124,-4692913320533845123,3
1293534005227512416,-621205552985033593,3
-2473881655727671931,7054988530789261029,3
9106388941357354097,-4502930445018454616,3
5711039828168468214,9194008929922057063,1
-661164724697637378,-5042303682966078627,4
1495598014948636222,1786662825461854928,3
-6754286386152942056,-7403229425777713739,5
3159889854996330025,-4366498281521989099,1
1004442176208457018,611684489139954445,3
-1066693124593189553,-5394118579572594641,4
-5797936783446827787,-6789022459560457964,5
-4621421588129887134,4207803512766705176,4
7868643704719968721,4733878067407265527,4
3531572091952921924,8620718188123631011,3
-1128888383712620713,-989121422209502812,4
-2996015548149760015,-3529735711297701341,4
4061351592882630000,-2551894520850171555,1
-3177920814691185324,-5953001000188812272,3
-5042303682966078624,6882505882567209850,2
-2502115470373831920,4767334922105337990,2
4898806012047720480,4207803512766705176,5
7581063085429821381,7767830903482119153,3
-5250890105658200843,-724812568855393731,2
8094643633483070662,-8773214140024172575,4
1821581484235260951,3159889854996569033,4
-7395674722196117510,7054988530789261027,3
6201367111184665008,-1128888383712620712,2
6827393462152653915,6578897081632241660,4
-4502930445018454618,2645030414125797429,3
-7154395131780292455,8298840390621115682,3
-8312194869620080243,8298840390620876671,1
-99039628204516232,3041977904481398543,1
4184957903387216158,4756265465492806156,5
-1066693124593189555,8335221620051285104,3
-1875663100036388303,7581063085429821376,5
-7073707704859062014,-1665352843023047048,4
-6344205042601801933,4767334922105337988,4
-694365213049154325,-2131836876152918135,2
6827393462152653912,4756265465492806156,5
-3664606223525511038,2869495199132372229,3
-6876285068809539311,-2560521382323988431,2
-8423755964985213623,571652645130422296,4
3231960779997028058,-5528989034673429217,4
6862747948444387802,-4366498281521989105,1
-4621421588129648125,-7662319651721482075,5
-1387568891362509546,8919371399064154334,4
-1592767679233749899,-4131920107119878754,3
-3134826722596041984,8598644340601072216,4
379108187634705558,1944692240219233290,2
-8654075482484373174,3820834864737963951,3
7966490545526128189,8335221620051285105,2
-4214454585706983208,4458636264441979126,5
-738288670533989854,-9072698947483249184,1
-1213848287967379307,372424574463496972,5
-965883739170835982,-2853504290484157100,5
-994811147167031837,-1875663100036388305,4
4231041195805372011,476813976912383755,5
6141629614806051244,8954960269613557381,3
-4214454585707222221,5004749116279334323,4
-1491958293811157317,7184898083716698961,4
-661164724697398367,4906360715629316710,1
-4877389067622457924,5716680217154928076,2
1197223435218585690,4767334922105337987,4
4509076044069967582,8335221620051046092,4
-1477478934581918978,-5953001000188812275,4
2847840556423960519,-5005217299280902870,5
-4614563274207597485,5096343648271682346,2
2645030414126036439,9194008929921818050,4
4107873924184253147,-2993271251987514016,5
7347174828482423070,6882505882567209851,3
2651453291755214006,-575529981710733509,4
2975671804891153881,-575529981710733516,3
4476605055835907171,-6516687747950589232,3
-9024730242603296683,-8733983035830211447,3
-595560047761581591,-2853504290483918092,4
3820834864737724940,-6908831271749279270,4
7846355573597061470,1493361078242718473,4
6692522949924844216,-5841238758652548553,4
-6382756717108957934,-8381070616225243525,3
-5295964506053749095,2975671804891153884,3
-6889156898380751755,2645030414125797427,2
6237114382808789556,-6344205042601562923,3
5587499487011861547,-4357548670515586454,5
-6212720627329365756,3179571516210817425,4
-3177920814691424334,9075297551651855996,3
6919397769565856571,-5005217299280902867,4
-6289092622187006986,372424574463496975,3
4207803512766705182,-9072698947483249182,2
-8442476110696879402,3989761605389307950,3
2312737322975679163,4570269150758097127,4
-6754286386153181070,7816311413354514350,4
-8446497837561386319,-4357548670515586456,4
-1830588642514103942,8207440298188321566,2
-3560100998561187538,5018123014292316548,3
-1592767679233749899,-3043050302463614638,3
372424574463496971,-6344205042601562922,2
-3177920814691185324,5758830373639822801,4
5846589770082366007,4868748579634836220,2
5846589770082605017,-989121422209263796,3
-5650595530836005595,5085266887517351704,3
7164390205029370753,-8516611225975578021,3
-459410168745631180,2478291156719860589,4
-8381070616225243523,3321261834939819690,4
-3134826722595802975,2651453291755214005,5
5846589770082605017,1295506986721436719,3
-8788945937585207741,-8516611225975339012,3
5716680217155167092,-1263758895940430416,1
4682691687468299161,2869495199132372228,5
-6908831271749518283,1248292543972804165,4
4281268473396142881,-2131836876152918134,3
5096343648271682346,-5246185455577409456,5
-696138514049095129,-5841238758652548559,4
-2323793037020524481,-626655784218110861,5
7538121780163007022,6893017087715293176,5
4231041195805372014,5437550556079796651,5
-5841238758652548554,-7553588132130633264,2
-4502930445018454618,5260112317863061588,2
1011262039836385703,5437550556079796651,4
379108244761680686,6893017087715293177,1
-696138514049095129,1004442176208457019,5
7054988530789261033,2478291156719621581,4
-8254541733820516097,8925470956569513129,2
4458636264442218137,1146132552064195401,4
-1131632679875105721,6237114382808789552,4
5185644703214234967,-661164724697398369,4
4906360772756291842,6692522949924844210,4
7690464759669931104,4207803512766705180,3
7846355573597061470,8892270468217757165,3
773847788535892261,2729728180502279196,3
4069669158735146224,-7208316079208355883,1
5587499487011861550,-4992524632489978006,1
-135090170056838018,-2502115470374070933,3
-8077103495603781033,-5797936783446827787,2
-8516611225975578023,3531572091952921926,1
2869495199132611238,-575529981710733515,4
-81666252532203380,7816311413354753359,3
-99039628204516228,1004442176208457022,4
7408580380081034083,5004749116279095311,3
7711842383558137270,-3804373185028867957,3
7690464759669931102,6237114382808789554,4
6069592636760135014,-2524140095767082892,2
5387672356869919366,8229514145710880364,4
1304888167453309669,-5841238758652787568,4
-8733983035830450462,7767830903482119148,4
-696138514049095131,-989121422209502812,3
-2560521382323988436,-5531291853921463213,1
-7065607854844141497,5716680217154928077,4
2478291156719621577,-4166838823020020890,3
7868643704719968721,6343057429913428260,4
8298840390621115684,-989121422209263801,4
-8283520814813781645,-4502930445018215604,3
-2017353418765151551,5018123014292555560,4
8307467252094693548,6620648333767699462,4
7768080627723260161,7816311413354753361,3
2312737322975440152,-661164724697398368,5
-6582115026413468148,1493361078242718475,5
3685964352510154251,8133203575701953642,2
-3177920814691185324,-402324520105834532,5
2594857668274708505,-2167585442517795910,3
-3177920814691185325,8919371399064154334,4
8882889287486123229,7581063085429821376,2
-836373664220766123,514114893192260221,2
3184759229853312797,4207803512766705179,5
1508544903909307112,5437550556079796649,3
8229514145710880361,-2688576288716727017,4
1765343240070138059,6199813466528674071,3
2869495199132611241,4177120191250333452,5
-1752972774460774889,-2601655632618178472,4
-6182409601235424389,-616090324301850123,3
-6390158865546100817,-1437347941838849183,4
8342385967995074696,6919397769565856574,3
4372731514534135262,7061088088294858837,2
4587426090396215218,-5841238758652787568,5
6862747948444148790,4961473136044111657,3
-724812568855393734,-8381070616225243522,4
-4660646509499017216,8757399955990186478,4
2975671804890914869,4632464409877528291,5
3820834864737724938,-7507063653782802320,4
-4230217545716897476,7408580380081034081,5
6471543906031398141,4733878067407265533,5
2028027921700795970,12667950,2
5158538964518088636,-5005217299280902867,4
-2684136881059777542,-1437347941838610174,4
1696092152739324197,-4494230438382141925,4
-7599782202372647229,-4692913320533845123,5
-2323793037020524481,-1939990316754213663,3
2651453291754974992,-621205552985033595,4
-3115269934643872251,5018123014292555560,4
-730430559989391295,5004749116279095308,3
-5797936783446827787,-5531291853921463217,5
6373534069923804314,-6869600167555557158,3
-7073707704859062013,3412860713682959872,2
-989121422209502812,-2416081823038208168,5
-1135573342093338981,-2853504290484157102,4
-4907433170738507939,4207803512766705182,5
2094966282594834137,8757399955990186475,4
-6754286386152942056,-3487997131769630526,3
6201367111184665008,-8381070616225243525,2
6333585718547160482,-2853504290484157103,5
-1592767679233510889,2869495199132611242,4
-564460525098679705,-6103096307451819935,3
3357743946517372767,7581063085429821375,1
6201367111184665015,4733878067407026518,5
-1665352843023286064,8229514145710880364,5
-2551894520850171553,-659757284619164719,2
-2560521382323988435,-2524140095767082894,5
-4877031745433811437,611684489139954445,4
-3278298687515043724,-7553588132130633264,4
6770872996251330860,5903448092334200975,5
-3177920814691185325,5587499487011861550,2
-6289092622187246001,-616090324301850121,5
-2502115470374070929,3820834864737963952,3
8824914888134700900,5096343648271682350,4
-2167585442517795911,-8247139585383612222,5
5982330027511053668,1011262039836385700,4
5673738911888352732,8556905818199498504,3
1858733750462552967,8757399955990186475,4
4476605055836146180,5437550556079796654,4
3067601011851910215,-7721065030743051871,3
7681440901126943662,-7025476862100832690,4
-1876782769882854022,-3043050302463614636,4
-6516687747950589237,-4614563274207358473,5
-6516687747950589234,4476605055836146185,5
2729728180502279196,1295506986721436719,5
2723043279248536059,-5663066328345993216,1
-4324348182164069510,-994811147167270852,3
-8891896445764966219,-900335271186901139,3
5055014901291202280,3179571516210817427,4
-6578093299548961237,4961473136043872647,2
-8516611225975578023,-6908831271749279270,4
-2167585442517795913,2729728180502279196,3
-7025476862100593680,4906360715629316707,2
-1491958293811157316,6919397769565856570,3
-4143430197375989526,6692522949924844218,4
-1875663100036388301,-7151323572912152049,2
-7669048553296889892,-2131836876152918134,4
-1939990316754213664,8578150405007969530,4
-7200478367071712188,-4466038500892832764,3
7768080627723260156,6620648333767699462,5
-965883739170596970,1146132552064195399,5
4591366809741423606,-853120828438268587,4
1117340861496795472,-718250316210697900,5
-4660646509499017219,-4992524632489978003,4
-6078837453981876512,-6287459957588233900,3
-6031221691294914189,8133203575701953644,4
-1135573342093577994,-5394118522445619514,4
514114893192260227,8591824534099879652,2
-3214650786230312237,5437550556080035665,5
4863058797550332061,8556905818199737517,4
4961473136044111657,-7812268582653785985,5
-3278298687515282736,5544197511806140778,3
878898144888462766,-8139081312654498484,4
-4366498281521989103,8064196277676831251,3
3412860713683198886,-3128141764215323716,3
8270166335814578069,1011262039836385705,1
-2996015548149999028,-7677398070425976288,4
848587175921496527,-1116016611268144380,4
-1477478934581918972,3179571516210817425,4
-6876285068809539309,-4924639591285803671,4
-6176670028350068839,2193263778318827988,5
8954960269613557382,6343057429913428260,3
5018123014292555560,-6412902560482350002,4
5320515215442044666,1696092152739324196,4
-8993702605843789798,-1830588642514103936,3
6199813466528674071,-1116016611268383393,4
-4357548670515586456,3179571516210817423,2
2312737322975679160,2478291156719621577,3
-1185831782132749942,3820834864737963951,3
5041231227857126414,-5531291853921463218,4
6199813466528913082,5018123014292555560,3
-62914838815131616,2729728180502518208,3
5854144473663962238,1011262039836385705,3
5716680217154928077,5673738911888352733,5
7711842383558137270,7581063085429821376,4
1004442176208696032,-6289092622187006986,2
-7734652714600217920,8231325401349626133,4
-3664606223525511038,-7025476862100832691,2
-4038261441976266265,4057646646593482274,5
5710777747416927512,-402324520105834532,5
-5539788067940927256,-7403229425777713733,4
427034926436283132,-2853504290484157103,5
-4924639591285803672,3159889854996330018,4
8757399955990186483,-8515941071326317106,5
-6789022459560696976,5903448092334200978,4
-1387568891362509550,7022921775666006807,5
-2524140095767082897,1696092152739563210,3
2861854453694340004,-1740792587808817614,2
8335221620051046092,7581063085429821376,4
-3740045911184306475,8535568735924579632,5
-7154395131780292451,-718250316210697898,2
-1517539242363231755,4057646646593482277,2
7710031127919391500,9194008929922057062,5
4570269150757858112,-3168897013275173011,2
-1263758895940669424,7022921775666245821,4
1765343240070138059,4868748579634836221,4
848587175921735540,-3487997131769869537,4
-5797936783446827785,-6516687747950589239,3
-1665352843023286063,2729728180502518208,1
6727441665825225362,-3128141764215084703,4
-1128888440839595843,-1350267975082394068,1
